Core Subjects Percentage,Logical quotient rating,hackathons,coding skills rating,public speaking points,reading and writing skills,status
85,6,4,8,5,0,placed
78.5,9,5,6,9,2,placed
80,7,6,8,3,1,placed
79.25,8,5,9,2,2,placed
84.75,7,6,9,5,2,placed
79,7,6,8,3,2,placed
78.25,9,4,8,9,0,placed
79.5,9,4,7,6,1,placed
81.75,7,4,9,2,1,placed
77.5,9,4,9,4,1,placed
84,7,6,7,6,2,placed
79.5,7,5,9,8,0,placed
84.75,8,6,8,9,0,placed
77.25,6,6,8,5,0,placed
81.75,8,6,8,9,0,placed
80.75,6,4,7,5,2,placed
77,6,5,9,6,2,placed
79,8,6,9,7,2,placed
83.75,6,6,9,4,1,placed
77.5,9,6,8,6,1,placed
82.5,8,5,7,9,2,placed
80.75,8,5,8,2,0,placed
79,7,6,8,8,2,placed
80.25,9,5,7,1,0,placed
77.25,9,4,6,4,0,placed
76.25,7,6,8,9,1,placed
76.75,7,6,9,5,2,placed
83.25,7,5,6,8,0,placed
83.75,6,5,7,8,2,placed
78.25,8,4,7,1,1,placed
80.75,6,5,8,3,0,placed
87.25,8,6,7,1,0,placed
82.5,6,6,7,5,1,placed
76.75,6,6,7,2,0,placed
76.25,6,6,9,9,2,placed
76,6,5,8,7,2,placed
76,8,6,9,4,0,placed
77.25,7,6,8,8,0,placed
78.75,8,5,6,9,0,placed
75.5,6,6,6,7,2,placed
81.75,7,4,8,2,1,placed
82.25,6,5,7,1,1,placed
76.75,9,6,9,5,1,placed
81.25,9,4,6,1,0,placed
80.75,9,4,8,7,0,placed
84.5,9,4,7,4,1,placed
79,8,5,8,1,1,placed
81,6,4,6,4,2,placed
89.5,6,5,7,6,0,placed
87.5,6,6,8,3,2,placed
77.5,9,4,9,4,1,placed
84,6,4,7,9,2,placed
80.25,7,6,6,8,1,placed
84,8,4,8,6,0,placed
75.5,7,4,6,8,1,placed
77.25,6,5,7,3,1,placed
78.75,6,6,9,9,0,placed
80,7,6,8,3,1,placed
78.25,6,5,6,1,0,placed
85,7,5,9,6,2,placed
81.75,8,6,8,2,2,placed
78.25,8,5,7,1,0,placed
77.75,9,5,8,2,0,placed
75.5,6,6,6,3,0,placed
84.25,9,5,9,4,2,placed
80.5,7,6,6,5,0,placed
82.25,9,4,9,2,1,placed
75.5,7,5,8,4,1,placed
83.5,6,5,8,9,1,placed
83.75,9,6,7,8,0,placed
83.25,7,6,9,1,0,placed
81.75,8,4,6,5,0,placed
80.75,6,6,7,8,0,placed
77.75,7,5,7,5,1,placed
77.75,9,4,7,5,0,placed
80.75,6,6,7,8,0,placed
81.25,9,5,9,6,2,placed
81.75,8,5,9,4,1,placed
76,8,6,9,4,0,placed
79.5,7,4,8,8,2,placed
78,7,5,6,2,0,placed
77.5,9,6,8,6,1,placed
77.5,9,5,7,6,1,placed
76.75,8,5,7,2,1,placed
78.25,9,4,8,8,2,placed
79.5,8,5,6,9,1,placed
84.75,7,6,9,5,2,placed
78.25,6,6,9,6,0,placed
80.5,7,4,8,9,2,placed
76.75,9,4,8,6,2,placed
79.75,7,6,8,2,0,placed
80.5,8,6,8,2,1,placed
83.5,8,6,7,7,2,placed
87.75,8,5,7,6,0,placed
80.5,7,5,8,6,2,placed
76.75,6,4,6,4,1,placed
78.25,9,6,9,7,2,placed
82,7,4,6,1,0,placed
79.5,8,6,6,9,0,placed
77,6,6,7,8,1,placed
76.5,9,5,9,6,1,placed
76,8,6,6,6,0,placed
77,7,6,6,5,1,placed
77.25,8,6,7,4,0,placed
78.75,7,5,8,5,2,placed
78.75,9,5,6,9,1,placed
80,9,5,9,8,1,placed
79,9,6,9,4,2,placed
76,6,5,8,7,2,placed
76.5,7,5,8,6,1,placed
77,6,5,6,4,2,placed
77.75,7,4,9,6,2,placed
79.75,7,6,8,2,0,placed
78.25,9,4,8,8,2,placed
80,6,6,8,4,1,placed
80.75,9,4,6,7,0,placed
83,9,6,7,3,1,placed
75.5,7,4,6,6,2,placed
77.5,9,6,9,6,2,placed
77,9,6,6,5,2,placed
80.5,8,6,8,2,1,placed
77,7,4,9,3,0,placed
78.5,7,6,9,2,0,placed
82.25,7,4,9,7,2,placed
80.25,8,4,6,4,0,placed
79.75,6,5,8,9,1,placed
81.5,7,4,8,5,0,placed
76.25,7,6,6,6,2,placed
75,6,4,9,7,2,placed
81.25,9,5,9,8,0,placed
86.25,9,6,7,9,0,placed
77.5,9,5,7,6,1,placed
78.25,9,4,8,9,0,placed
77,6,6,9,4,2,placed
76.5,6,6,9,3,2,placed
80,9,4,6,5,2,placed
78,8,4,6,8,2,placed
78.75,8,5,6,9,1,placed
78.25,8,6,7,5,2,placed
77.75,7,4,6,8,0,placed
86.25,7,6,9,5,1,placed
80,8,6,6,8,1,placed
76.75,9,6,9,5,1,placed
80.5,7,5,8,6,2,placed
87.25,7,6,9,1,1,placed
80,7,6,8,3,1,placed
77.75,9,6,7,4,1,placed
75.5,6,4,6,4,2,placed
78.25,8,4,9,7,1,placed
83.5,6,5,9,9,2,placed
75.5,9,6,9,1,1,placed
81,9,6,8,6,0,placed
75.5,9,4,6,9,0,placed
83,6,4,7,1,1,placed
84.25,9,5,9,2,0,placed
81,9,5,8,2,0,placed
75.25,7,5,9,8,1,placed
79.75,7,5,7,9,0,placed
87.25,8,4,6,5,2,placed
76.75,9,4,7,3,2,placed
77.25,8,6,7,4,0,placed
84.5,7,5,6,8,2,placed
77.75,6,5,7,4,2,placed
81.25,7,6,8,5,2,placed
79.75,8,6,9,8,0,placed
78.75,6,4,6,2,2,placed
77.75,7,4,9,6,0,placed
76.25,7,5,9,8,1,placed
81.75,9,4,8,8,1,placed
82.75,7,6,8,7,2,placed
83.5,8,6,8,4,0,placed
81.75,8,6,6,3,2,placed
76,9,6,9,5,2,placed
80.75,7,5,7,9,1,placed
75.75,7,5,9,4,2,placed
75.25,7,5,9,1,1,placed
77.75,8,4,7,7,1,placed
75.75,8,5,6,7,2,placed
84,6,5,6,8,0,placed
79.25,8,4,7,7,0,placed
78.25,6,4,8,8,2,placed
76.5,6,6,7,9,1,placed
77.5,7,6,9,2,0,placed
80,7,6,7,9,2,placed
79.25,9,6,7,6,1,placed
75.25,7,5,9,6,0,placed
82,7,4,6,1,0,placed
78.25,6,4,8,8,2,placed
85.75,8,6,6,4,1,placed
79.75,6,5,8,7,0,placed
76.75,8,5,7,2,1,placed
76,8,6,7,8,1,placed
75.5,7,5,8,4,1,placed
79,8,5,7,4,0,placed
81.25,6,6,6,9,2,placed
75.75,8,5,9,8,2,placed
81,8,5,7,2,1,placed
76.5,9,5,9,2,2,placed
87,7,6,6,7,1,placed
84.5,6,4,8,3,0,placed
78.25,8,5,7,2,0,placed
76.75,7,5,9,4,0,placed
82.75,9,4,9,7,2,placed
77,6,4,9,7,2,placed
77.75,9,4,7,5,0,placed
78.5,7,5,8,7,1,placed
79.25,8,6,6,8,1,placed
80.75,7,4,6,8,2,placed
79.75,6,6,6,2,2,placed
76.5,6,5,9,2,1,placed
75.25,6,5,9,9,2,placed
85.25,8,4,7,3,1,placed
81,8,6,7,2,2,placed
76,9,5,8,7,0,placed
75.5,9,4,7,2,0,placed
77.25,8,4,9,3,2,placed
79.5,6,5,7,8,1,placed
83.5,6,5,8,1,1,placed
76,6,5,8,7,2,placed
75.5,6,4,6,6,2,placed
78.5,7,6,9,2,0,placed
79,7,6,6,7,2,placed
78.5,6,6,8,8,0,placed
76.5,6,4,8,8,1,placed
75.5,7,4,6,8,1,placed
79.75,9,5,9,6,1,placed
76.75,9,5,8,9,0,placed
79.25,6,4,9,7,0,placed
83.5,7,5,9,4,1,placed
77.75,6,4,9,1,1,placed
77.5,8,5,9,1,0,placed
75.25,9,4,8,9,0,placed
77.5,9,6,8,1,0,placed
80.25,7,6,7,2,1,placed
84.75,8,6,6,3,2,placed
82,8,6,9,1,1,placed
81,9,4,8,7,2,placed
83,6,6,6,7,0,placed
82.75,8,4,9,2,1,placed
81.5,9,4,9,1,1,placed
76.75,6,5,6,6,1,placed
77.25,7,5,6,9,1,placed
87.75,8,5,7,6,0,placed
84.75,8,6,6,3,2,placed
85.5,8,5,8,7,1,placed
79.5,7,5,9,9,0,placed
77,7,4,7,3,1,placed
77.5,7,4,6,7,2,placed
75.25,8,4,7,4,0,placed
79.5,6,5,7,8,1,placed
79.75,7,5,8,3,0,placed
75.5,6,6,6,3,0,placed
76.75,7,4,7,7,1,placed
75,6,6,8,8,2,placed
78.5,9,6,9,8,0,placed
83,6,6,6,7,0,placed
79,7,6,6,5,2,placed
76.25,8,5,7,8,0,placed
82.75,9,5,8,4,0,placed
80.25,7,6,8,3,1,placed
78.75,8,6,7,5,0,placed
81.5,7,5,7,3,1,placed
77.75,7,5,7,5,1,placed
80,6,6,8,8,0,placed
84.5,6,4,9,6,2,placed
76.75,8,4,8,4,2,placed
78.75,6,6,6,3,1,placed
75,8,5,6,6,2,placed
83.75,9,6,8,3,0,placed
80.5,8,6,8,2,1,placed
80.75,7,6,7,3,2,placed
89,7,4,6,8,0,placed
80.75,9,6,6,8,0,placed
85,9,4,7,9,1,placed
76.75,7,5,9,4,0,placed
75.25,8,4,8,5,1,placed
78,7,5,7,3,2,placed
81.5,6,4,6,8,1,placed
77.25,6,6,8,5,0,placed
79.75,9,5,7,5,2,placed
81.75,8,4,9,4,0,placed
76.5,6,4,8,8,1,placed
76.75,6,6,7,2,0,placed
87.25,7,6,9,1,1,placed
83.75,8,5,7,8,0,placed
77,7,5,6,6,1,placed
83,8,6,7,6,2,placed
77,7,5,7,8,2,placed
77.5,6,6,9,8,0,placed
81.25,9,6,6,1,1,placed
79.25,8,5,6,5,1,placed
75.75,9,6,8,1,1,placed
75.5,8,6,8,5,0,placed
78.25,7,5,9,4,1,placed
87,7,6,6,7,1,placed
75.25,8,4,6,7,0,placed
79,6,6,6,9,1,placed
79.75,9,5,7,5,2,placed
75.25,6,4,8,6,1,placed
82.25,7,4,9,8,2,placed
80.5,6,5,7,7,1,placed
83.25,8,6,9,9,2,placed
77.75,6,4,7,9,0,placed
81.5,7,5,6,7,0,placed
78,7,5,7,7,0,placed
76.25,7,5,7,8,0,placed
78.25,6,4,9,2,0,placed
83.25,8,6,9,9,2,placed
81.5,7,4,6,8,0,placed
84.25,6,5,8,6,1,placed
78,9,5,7,2,1,placed
79,6,4,7,8,0,placed
78,9,6,8,2,1,placed
75.25,6,5,7,6,1,placed
76.25,6,6,9,9,2,placed
76.5,9,4,9,2,1,placed
80,9,4,9,4,0,placed
78.75,7,5,8,5,2,placed
83.25,9,6,6,2,1,placed
76,8,6,7,8,1,placed
76,7,6,6,1,1,placed
80.25,6,5,6,3,0,placed
85.25,9,4,9,4,2,placed
76.75,9,4,7,3,2,placed
76.75,8,5,7,2,1,placed
76,8,6,7,5,0,placed
81,8,4,6,8,0,placed
80.75,6,6,7,8,0,placed
84.25,6,5,7,2,2,placed
82.5,9,6,7,2,2,placed
75.75,7,5,9,4,2,placed
83.25,9,6,9,7,0,placed
80.75,6,4,7,4,2,placed
87.25,8,4,6,5,2,placed
81,8,5,7,2,1,placed
75.5,6,6,6,3,0,placed
78.5,7,4,7,4,0,placed
77,9,5,7,5,0,placed
80,7,5,8,1,1,placed
80.75,8,4,9,8,2,placed
75.75,8,4,8,8,0,placed
78,9,4,8,9,0,placed
80.5,8,5,9,3,2,placed
84.5,7,6,7,3,1,placed
76.5,8,5,6,9,1,placed
80.25,7,6,7,2,1,placed
83,6,5,9,6,0,placed
83.5,6,5,8,1,1,placed
81,8,6,7,4,2,placed
78.75,9,5,6,9,1,placed
83,7,4,9,5,2,placed
75.25,8,4,6,7,0,placed
76,8,4,6,4,1,placed
75,8,5,6,6,2,placed
79,6,6,9,8,2,placed
77.75,9,4,8,3,1,placed
76.75,8,5,7,8,1,placed
85,8,4,7,3,0,placed
75.5,9,6,8,4,0,placed
87.5,9,4,7,8,0,placed
79,6,6,8,3,2,placed
80,9,6,7,5,1,placed
82.5,7,4,9,6,0,placed
80.5,6,6,9,3,2,placed
83,8,6,7,4,2,placed
78.5,6,5,6,3,0,placed
78.5,6,5,8,1,0,placed
83,9,5,8,6,2,placed
83.75,9,6,7,8,0,placed
80.25,7,6,7,2,1,placed
81.75,7,4,9,2,1,placed
75.75,8,4,8,8,0,placed
77.25,6,4,9,5,1,placed
75.25,8,4,6,7,0,placed
75.25,6,4,9,3,0,placed
80,6,6,8,4,1,placed
76.75,7,5,9,6,0,placed
84,7,6,7,6,2,placed
78.25,7,4,9,2,1,placed
80.75,6,4,7,4,2,placed
76,7,4,7,9,1,placed
81,8,4,9,1,1,placed
76.25,6,6,6,3,2,placed
85,8,4,7,8,2,placed
83.75,9,6,8,3,0,placed
81,8,5,7,7,0,placed
83,7,6,7,2,2,placed
81,6,5,9,1,0,placed
77.75,8,4,7,7,1,placed
87.25,7,6,8,2,0,placed
78.25,9,4,8,9,0,placed
82.75,7,4,7,8,2,placed
78.25,7,5,9,4,1,placed
78.25,6,5,6,1,0,placed
80.75,9,4,6,7,0,placed
79.5,8,6,7,4,1,placed
80.25,7,4,6,3,0,placed
80.25,6,5,6,7,0,placed
75.25,8,4,9,7,0,placed
81.75,8,6,7,8,2,placed
78.5,8,6,8,1,1,placed
78.5,6,5,7,3,2,placed
77.75,6,5,7,4,2,placed
77.5,8,4,6,3,2,placed
82.5,7,4,9,6,0,placed
86,8,6,9,9,2,placed
77.25,6,4,7,4,0,placed
80.5,6,5,7,7,1,placed
75.5,7,5,7,9,2,placed
81.25,8,4,9,5,1,placed
79.5,8,4,6,8,2,placed
76,6,6,9,9,0,placed
81.75,9,4,6,9,2,placed
80.5,7,6,8,4,1,placed
81.25,9,5,9,6,2,placed
83.25,8,6,9,9,2,placed
76,9,5,8,7,0,placed
77.25,7,4,7,2,0,placed
78,7,5,6,4,1,placed
82.25,8,5,8,6,2,placed
76.75,9,5,6,7,0,placed
83.5,8,6,6,3,1,placed
83.75,6,6,7,2,0,placed
83.5,8,5,9,4,1,placed
81.25,8,6,7,3,2,placed
78.5,9,6,8,2,0,placed
76,9,6,8,2,2,placed
80.25,7,4,6,3,0,placed
79.25,8,4,7,7,0,placed
77,6,4,7,1,0,placed
83,6,6,9,7,2,placed
84.5,6,4,8,4,0,placed
83.5,6,5,9,9,2,placed
77.75,7,4,6,3,0,placed
76.75,7,4,9,8,2,placed
78.75,7,5,8,5,2,placed
80,6,5,8,1,0,placed
81,6,5,9,1,0,placed
78.5,7,4,9,5,0,placed
78,6,6,9,8,1,placed
75.75,9,6,7,7,2,placed
86.75,7,4,8,7,1,placed
83.75,6,5,6,4,1,placed
81.25,9,5,7,5,2,placed
81.25,7,5,7,3,2,placed
81,9,6,8,6,0,placed
79.75,6,6,6,6,0,placed
81,8,5,7,7,0,placed
79,7,6,8,3,2,placed
86,7,5,9,1,0,placed
85.75,9,5,6,3,1,placed
80.75,7,4,6,8,2,placed
85,9,4,7,9,1,placed
75.25,9,6,8,7,2,placed
80,6,5,9,6,0,placed
84.25,6,5,8,6,1,placed
80.25,7,6,6,2,2,placed
76.75,9,5,8,9,0,placed
81.75,8,6,7,1,1,placed
79.75,8,5,7,1,0,placed
85.25,9,4,9,4,2,placed
83.25,9,5,6,1,0,placed
76.5,8,6,8,9,2,placed
79.25,8,5,6,5,1,placed
82.75,7,6,8,7,2,placed
83,7,5,7,6,1,placed
78,7,5,7,7,0,placed
84.25,9,4,9,7,0,placed
81.75,6,4,8,9,2,placed
75.5,7,5,6,9,1,placed
75.5,8,4,9,6,2,placed
79,9,6,9,4,2,placed
76.5,9,5,9,2,2,placed
79.75,7,4,7,7,2,placed
78.25,7,5,9,2,1,placed
82.25,9,5,8,6,1,placed
84.75,8,6,8,9,0,placed
76.5,9,5,9,6,1,placed
87,7,4,6,3,2,placed
79.75,9,5,9,6,1,placed
81.25,9,5,9,8,0,placed
82.5,8,4,8,7,0,placed
79,9,4,7,3,0,placed
75.75,9,6,8,1,1,placed
78.75,7,6,8,3,0,placed
80.75,8,6,6,6,1,placed
77.75,8,6,6,2,1,placed
82,6,6,6,3,0,placed
76,7,5,8,6,0,placed
78.5,8,5,9,8,2,placed
76.5,9,5,9,6,1,placed
77.75,8,4,7,2,1,placed
78,6,4,6,4,2,placed
82.5,7,5,8,4,0,placed
79,9,4,7,3,0,placed
79.75,8,5,7,1,0,placed
76.25,7,4,6,1,1,placed
78.75,6,4,6,2,2,placed
77.75,8,6,8,9,1,placed
88.5,9,4,6,6,2,placed
77.25,9,6,7,7,0,placed
79.25,6,4,9,2,1,placed
85,8,4,7,8,2,placed
78,7,5,6,6,1,placed
77.5,8,5,6,8,2,placed
82,8,6,9,1,1,placed
90,8,5,6,8,0,placed
75.5,7,6,9,5,0,placed
82.5,9,4,6,3,1,placed
79.5,7,5,9,9,0,placed
78,7,5,8,7,1,placed
77.5,6,6,6,4,0,placed
80,9,5,9,4,2,placed
77,6,4,7,1,0,placed
81,6,5,9,1,0,placed
77,6,5,6,7,0,placed
78.75,8,6,7,5,0,placed
78.25,8,4,6,8,0,placed
80,6,4,6,3,1,placed
77.5,9,6,8,1,0,placed
79.25,6,6,8,5,0,placed
81.25,9,4,9,4,2,placed
76,7,6,8,7,0,placed
79,8,4,9,2,0,placed
86.5,7,4,9,6,2,placed
78.25,6,6,9,6,0,placed
78.25,6,4,9,2,0,placed
80.5,6,5,8,3,2,placed
81.75,8,6,7,8,2,placed
87.75,6,5,8,3,2,placed
80,9,6,7,5,1,placed
76,7,4,7,9,1,placed
81,6,5,7,9,0,placed
80.25,7,6,6,6,1,placed
76.75,9,4,9,3,2,placed
76.5,6,6,8,2,1,placed
80,7,5,8,1,1,placed
78,8,4,7,2,1,placed
81.25,9,4,9,4,2,placed
80.5,8,5,6,2,1,placed
78.5,8,6,8,1,1,placed
76.5,9,5,9,2,2,placed
79,8,4,7,8,0,placed
85.5,8,5,8,7,1,placed
80.25,7,4,6,3,0,placed
78.5,6,6,8,8,0,placed
76.75,9,4,8,6,2,placed
76.25,6,5,7,6,1,placed
76.25,7,4,7,9,0,placed
75.5,6,6,6,7,0,placed
75.25,6,5,9,2,1,placed
75.75,8,4,8,8,0,placed
77.75,9,5,8,3,1,placed
80,6,5,8,1,0,placed
78.25,8,5,8,2,2,placed
80,6,5,9,7,0,placed
75.5,6,5,8,8,2,placed
79,8,5,8,1,1,placed
76.75,7,6,8,1,0,placed
75.25,8,4,6,7,0,placed
77.25,9,4,9,3,0,placed
87.25,6,4,6,1,1,placed
81.75,6,6,7,1,1,placed
75.75,6,5,9,3,0,placed
87.5,9,4,9,9,0,placed
80.5,7,5,8,6,2,placed
86.25,6,5,8,8,2,placed
80.75,8,5,8,2,0,placed
81.5,9,6,9,6,1,placed
76.75,6,5,7,2,1,placed
79.75,9,4,8,1,1,placed
81,9,4,8,7,2,placed
78,8,4,7,1,1,placed
78.25,7,4,9,2,1,placed
77.75,8,5,6,7,2,placed
81,7,5,7,8,2,placed
75.25,6,4,9,3,0,placed
86,9,6,7,8,1,placed
85.5,6,6,6,8,0,placed
82.5,9,5,9,3,0,placed
77.25,8,6,9,4,0,placed
76.25,9,6,8,9,1,placed
81.75,8,4,8,7,1,placed
79,8,4,9,2,0,placed
85,6,6,8,2,2,placed
79,6,4,7,8,0,placed
80.25,7,5,6,4,0,placed
78.75,8,6,7,5,0,placed
77.75,8,5,6,7,2,placed
78.5,8,6,7,8,0,placed
78.5,8,5,9,8,2,placed
75.25,6,4,6,5,0,placed
80.5,6,5,7,7,1,placed
76.25,7,5,7,8,0,placed
82.5,9,4,6,3,1,placed
83,7,5,7,6,0,placed
75.5,6,4,8,1,1,placed
81.5,7,4,7,1,0,placed
78.75,8,6,7,5,0,placed
77,9,4,7,9,2,placed
78.5,8,5,9,8,2,placed
76,7,4,6,2,1,placed
85.5,6,6,6,8,0,placed
79.5,8,5,7,6,1,placed
86.5,6,6,9,2,0,placed
79.75,6,5,8,9,1,placed
78.25,9,5,8,7,0,placed
80.5,8,6,8,2,1,placed
77.5,7,6,7,1,0,placed
76,7,4,7,5,0,placed
87.5,9,4,7,8,0,placed
81.25,8,6,7,3,2,placed
79.5,8,4,9,5,0,placed
90,9,5,8,5,1,placed
76,7,4,6,2,1,placed
76,8,4,6,4,1,placed
83.5,8,6,8,6,1,placed
80.75,9,6,7,6,2,placed
80.75,9,6,7,6,2,placed
81.25,9,5,9,8,0,placed
87,7,4,6,3,2,placed
84,7,6,6,2,2,placed
77,6,5,9,6,2,placed
79.75,6,5,8,6,1,placed
79,9,4,9,4,2,placed
76.5,6,4,8,9,2,placed
84.25,9,4,9,7,0,placed
77.75,7,4,6,8,0,placed
79.25,6,5,9,5,2,placed
77,7,4,8,3,1,placed
75,7,5,8,8,2,placed
84,6,5,8,7,0,placed
80.5,8,6,8,2,1,placed
83,9,5,8,6,2,placed
76.75,9,4,9,3,2,placed
80,8,6,6,8,1,placed
81.25,9,6,6,8,0,placed
77.75,7,4,9,6,0,placed
81.5,6,4,6,8,1,placed
83.5,8,6,7,7,2,placed
83.25,9,5,6,1,0,placed
81.5,7,6,9,3,2,placed
87.5,9,4,7,8,0,placed
75,6,6,8,8,2,placed
75.5,7,5,7,4,0,placed
77.5,9,6,7,2,2,placed
81.5,6,5,6,7,1,placed
77,6,4,8,8,0,placed
80,7,4,7,2,1,placed
76.75,8,4,7,4,2,placed
80,7,5,8,1,1,placed
75.25,8,6,8,2,1,placed
87.5,9,4,9,9,0,placed
78.75,9,4,9,4,2,placed
80.25,7,6,7,2,1,placed
79.5,8,5,6,9,1,placed
78.5,7,5,8,8,0,placed
79.25,9,6,7,6,1,placed
76.75,9,4,7,3,2,placed
76.75,8,4,6,7,2,placed
75.5,9,4,8,3,0,placed
85.25,6,4,9,4,1,placed
77.75,7,4,6,8,0,placed
78.5,7,4,7,4,0,placed
80.5,6,6,6,1,0,placed
80,9,6,7,6,1,placed
76.25,7,5,8,2,0,placed
75.5,7,4,7,7,2,placed
87.25,7,6,9,1,1,placed
79,6,5,7,7,0,placed
77.5,7,4,6,9,1,placed
78.75,8,5,6,9,1,placed
78.25,9,6,9,7,2,placed
85.25,8,4,9,4,0,placed
81.25,9,6,8,2,0,placed
85.25,8,5,8,9,1,placed
76.75,8,4,7,4,2,placed
76.75,9,6,8,6,1,placed
76.75,6,6,7,6,1,placed
83.25,9,6,6,2,1,placed
80.75,8,4,9,2,1,placed
83.5,6,5,8,1,1,placed
80.25,7,5,6,4,0,placed
87.5,7,6,7,8,2,placed
77.75,7,4,7,4,2,placed
87,8,4,6,8,1,placed
79.75,9,4,9,5,0,placed
77.5,8,6,8,6,2,placed
80.25,9,4,6,3,2,placed
76,9,6,8,2,2,placed
79.25,8,5,9,2,2,placed
82.75,7,4,7,8,2,placed
83,6,4,7,1,1,placed
83.5,7,4,9,8,1,placed
76.25,8,4,6,2,0,placed
80.25,9,6,6,6,2,placed
81,8,5,7,2,1,placed
88.25,6,6,6,9,0,placed
81.75,7,4,9,2,1,placed
75.75,6,4,9,8,1,placed
83.5,7,4,8,8,2,placed
83.25,9,4,6,7,2,placed
75.75,6,4,9,8,1,placed
80,9,6,8,3,2,placed
77.75,9,4,7,5,0,placed
78.25,8,4,9,7,1,placed
84.5,9,6,8,5,0,placed
80.5,8,4,7,8,2,placed
79.5,6,4,6,5,0,placed
86.5,9,6,9,9,1,placed
85.75,7,6,8,8,1,placed
78.5,7,6,7,2,0,placed
81.25,9,6,6,8,0,placed
79,6,6,9,8,2,placed
77.75,8,4,7,7,1,placed
80.5,8,5,9,3,2,placed
76.25,7,4,6,1,1,placed
81.75,8,6,8,9,0,placed
77.25,6,4,9,5,1,placed
81,6,4,6,4,2,placed
79,8,4,9,2,0,placed
84,7,6,6,2,2,placed
78.5,9,5,9,4,0,placed
77.5,9,4,7,8,0,placed
82.25,9,6,6,2,1,placed
76.75,9,5,8,9,0,placed
79.75,9,5,8,7,2,placed
90,8,5,6,8,0,placed
75.25,7,5,9,6,0,placed
77.25,6,4,9,8,1,placed
88.25,7,4,9,3,1,placed
77,8,6,7,8,2,placed
79.25,8,5,6,6,2,placed
79.75,7,5,8,3,0,placed
76,7,6,6,1,1,placed
75.25,8,4,8,5,1,placed
80.25,9,4,8,6,1,placed
82.25,8,6,9,7,0,placed
84.25,9,5,7,2,2,placed
75.25,8,5,9,7,1,placed
76.75,7,5,9,4,0,placed
85.25,8,5,8,9,1,placed
82,8,5,8,5,1,placed
80.75,7,4,6,8,2,placed
77,6,5,8,2,1,placed
75.25,6,6,7,4,2,placed
83.25,9,6,6,2,1,placed
76,6,5,8,7,2,placed
79.75,7,5,7,9,0,placed
80.5,7,5,8,5,1,placed
78.75,7,6,8,3,0,placed
83.75,8,4,6,6,2,placed
86,7,5,9,1,0,placed
79.75,7,5,7,4,2,placed
79.25,9,5,7,6,0,placed
76.75,9,5,8,9,0,placed
80,6,5,9,7,0,placed
78.5,8,5,9,8,2,placed
76.25,7,5,8,2,0,placed
81.25,9,4,6,5,1,placed
78,7,5,6,6,1,placed
78.5,6,6,8,8,0,placed
87.25,7,4,8,3,0,placed
79,8,4,7,8,0,placed
79,7,6,8,3,2,placed
76.25,6,5,8,5,2,placed
77,6,6,6,2,2,placed
84,6,5,6,2,0,placed
86.25,8,6,7,8,2,placed
83.25,8,5,8,2,1,placed
77.75,9,5,8,2,0,placed
82.75,8,6,9,4,1,placed
81.25,8,6,7,3,2,placed
77.25,9,6,7,7,0,placed
77.25,6,5,7,3,1,placed
78.5,8,6,8,1,1,placed
82.25,8,5,7,3,2,placed
86.75,7,4,8,7,1,placed
78.25,8,6,7,5,2,placed
77.25,9,6,7,7,0,placed
75.75,9,6,6,6,0,placed
78,7,6,6,4,0,placed
76.5,7,6,8,1,0,placed
78.25,6,4,9,2,0,placed
82,7,4,6,1,0,placed
79.5,6,4,6,5,0,placed
81.25,8,4,9,5,1,placed
79.75,9,5,8,7,2,placed
76.25,8,4,6,2,0,placed
75,8,5,6,6,2,placed
85.25,8,4,7,3,1,placed
81.25,8,4,6,6,2,placed
77.75,7,4,9,6,2,placed
83,8,6,7,4,2,placed
78,9,5,7,5,1,placed
77.5,7,6,7,1,0,placed
83,9,5,8,6,2,placed
78.25,8,4,7,1,1,placed
76.5,8,4,9,7,1,placed
78.75,8,6,9,6,2,placed
78.5,8,6,8,9,0,placed
86,8,6,9,9,2,placed
77.5,7,6,7,1,0,placed
83.75,7,6,6,1,1,placed
76,6,4,8,3,1,placed
76.5,9,6,8,8,0,placed
82.25,6,6,6,2,1,placed
75.25,9,6,8,7,2,placed
76,9,6,8,2,2,placed
77.75,7,4,9,6,0,placed
82.75,7,6,8,7,2,placed
80.5,6,6,6,1,0,placed
77.75,9,4,7,5,0,placed
78.75,9,4,9,4,2,placed
78.25,6,6,8,7,2,placed
77.25,8,6,7,4,0,placed
81.5,7,5,7,3,1,placed
83.75,9,4,8,7,0,placed
80.75,9,4,6,7,0,placed
75.5,9,5,8,8,2,placed
80.75,7,6,7,8,0,placed
81.75,8,6,8,9,0,placed
77.25,6,4,9,5,1,placed
79,6,4,7,3,0,placed
87.25,7,4,8,3,0,placed
79.5,8,6,9,2,2,placed
80.75,7,6,7,3,2,placed
85.25,7,4,7,3,1,placed
77.25,6,5,7,3,1,placed
84.75,8,6,8,9,0,placed
77.75,7,5,7,5,1,placed
77,8,5,6,6,0,placed
79,8,4,8,2,1,placed
82.25,8,6,9,7,0,placed
76.25,8,4,6,2,0,placed
83.75,6,6,9,4,1,placed
79.5,8,6,7,4,1,placed
77.5,8,6,8,7,0,placed
79.5,8,5,6,5,1,placed
82.25,9,4,9,2,1,placed
78.25,6,5,8,7,2,placed
77.5,9,6,8,1,0,placed
76.75,8,4,8,4,0,placed
77.5,9,5,7,6,0,placed
77.75,6,4,9,1,1,placed
